16.866000,
17.808000,
16.990000,
19.036000,
17.905000,
18.193000,
17.031000,
18.074000,
18.194000,
17.378000,
19.966000,
17.654000,
17.008000,
17.358000,
16.687000,
16.715000,
17.353000,
17.006000,
17.271000,
17.635000,
16.912000,
17.442000,
16.702000,
16.573000,
16.671000,
16.821000,
16.757000,
17.613000,
16.786000,
19.264000,
16.570000,
16.726000,
17.083000,
16.654000,
17.724000,
17.056000,
16.574000,
16.898000,
18.364000,
16.731000,
