2654.142000,
127.168000,
117.353000,
123.130000,
126.013000,
137.504000,
120.388000,
126.352000,
133.084000,
128.787000,
130.533000,
129.847000,
125.540000,
130.009000,
129.501000,
124.437000,
123.260000,
130.718000,
129.574000,
132.070000,
131.113000,
125.086000,
126.966000,
142.900000,
3203.785000,
143.795000,
138.367000,
140.867000,
151.417000,
149.329000,
138.815000,
150.090000,
137.872000,
135.995000,
2492.358000,
163.263000,
984.437000,
195.280000,
197.913000,
186.962000,
4047.561000,
896.152000,
3411.127000,
160.605000,
150.605000,
153.269000,
151.745000,
158.685000,
139.081000,
154.699000,
169.703000,
170.445000,
172.382000,
172.994000,
171.826000,
175.265000,
180.749000,
174.839000,
162.758000,
163.915000,
168.013000,
155.308000,
145.009000,
149.619000,
145.826000,
147.510000,
151.616000,
148.844000,
149.303000,
145.662000,
146.081000,
155.321000,
170.706000,
154.435000,
154.053000,
203.699000,
183.235000,
194.191000,
185.123000,
176.118000,
177.825000,
179.096000,
184.682000,
183.434000,
181.374000,
187.271000,
188.542000,
200.554000,
185.633000,
180.316000,
173.349000,
192.412000,
193.975000,
192.672000,
192.198000,
3704.213000,
151.270000,
125.141000,
136.345000,
127.916000,
125.460000,
126.075000,
139.063000,
132.847000,
135.636000,
138.947000,
618.602000,
156.682000,
153.981000,
157.966000,
152.461000,
153.342000,
154.581000,
172.771000,
158.237000,
146.354000,
149.713000,
151.759000,
146.533000,
144.700000,
149.162000,
151.934000,
151.839000,
159.327000,
145.764000,
155.982000,
153.364000,
150.421000,
153.179000,
159.550000,
155.381000,
151.369000,
146.469000,
152.187000,
153.197000,
151.240000,
148.328000,
149.579000,
165.455000,
148.797000,
149.839000,
168.254000,
1248.036000,
152.840000,
152.048000,
147.068000,
153.049000,
153.482000,
157.008000,
150.269000,
153.496000,
152.030000,
150.170000,
153.807000,
147.463000,
152.929000,
154.211000,
152.582000,
152.029000,
151.191000,
158.662000,
154.012000,
170.148000,
156.146000,
149.495000,
151.949000,
145.252000,
148.040000,
151.186000,
155.993000,
146.190000,
152.411000,
151.569000,
145.747000,
150.033000,
148.415000,
149.597000,
148.778000,
148.052000,
152.588000,
149.598000,
151.176000,
151.893000,
149.821000,
152.067000,
163.610000,
152.600000,
152.512000,
150.848000,
149.833000,
151.693000,
152.147000,
153.087000,
151.876000,
154.360000,
156.966000,
149.848000,
147.995000,
151.914000,
151.174000,
