134.274000,
132.526000,
135.137000,
138.105000,
132.181000,
146.357000,
155.341000,
148.579000,
148.962000,
150.375000,
183.135000,
1499.324000,
158.850000,
151.978000,
156.922000,
149.933000,
173.368000,
151.749000,
147.126000,
151.747000,
